Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	PiEntropy	TargEntropy	Alpha	LossPi	LossQ1	LossQ2	LossAlpha	Time
12	285.7143	60.84574	386.0	216.0	294.1	36.982292	363.0	225.0	285.85715	294.1	24000	67.31321	20.8758	108.64771	-22.375841	67.313446	20.88503	106.93348	-16.309917	0.20617281	0.20794415	0.19765975	-67.64512	2.5509243	2.3813696	0.0029685425	83.389240026474
13	269.875	41.64564	356.0	231.0	292.7	64.32581	422.0	223.0	270.0	292.7	26000	68.418945	22.145895	111.961075	-20.563662	68.4194	22.15244	110.63117	-16.726845	0.21837597	0.20794418	0.15797822	-68.71564	2.32016	2.2033627	-0.018985271	91.2908525466919
14	238.5	66.38712	292.0	71.0	271.0	41.658134	356.0	216.0	238.625	271.0	28000	69.08202	23.167175	115.10228	-24.305027	69.08241	23.1722	113.490974	-17.794458	0.20706263	0.20794418	0.13483554	-69.34698	2.5968525	2.4706304	0.0017505606	98.24309659004211
15	258.75	43.745712	316.0	162.0	292.1	40.55231	381.0	248.0	258.875	292.1	30000	69.475746	24.008465	117.12654	-24.634892	69.47627	24.01272	115.0732	-18.130428	0.20833631	0.20794417	0.14270906	-69.71486	2.2493026	2.1235435	-0.0007669485	106.02945137023926
16	223.11111	50.012096	266.0	91.0	216.7	18.088947	248.0	194.0	223.22223	216.7	32000	69.6189	24.68165	118.07785	-24.884424	69.619316	24.6895	115.1911	-18.189169	0.20231017	0.20794417	0.13489851	-69.84893	2.4699564	2.3211148	0.010714728	113.10531497001648
17	210.55556	50.616447	266.0	82.0	223.4	16.316864	245.0	189.0	210.66667	223.4	34000	69.66257	25.46963	117.4036	-25.89053	69.662704	25.477482	114.29843	-20.531084	0.20952241	0.20794417	0.18236358	-69.89549	2.3164551	2.187632	-0.0029103968	119.6968719959259
18	220.11111	29.06485	270.0	186.0	229.0	13.623509	251.0	211.0	220.22223	229.0	36000	69.45931	26.024801	117.24997	-24.750961	69.45877	26.033922	114.55342	-19.73581	0.21822158	0.20794415	0.13547555	-69.66768	2.1166523	2.0052838	-0.02029987	126.76202702522278
19	209.2	18.137255	246.0	179.0	201.2	8.304215	212.0	188.0	209.3	201.2	38000	69.053055	26.341599	116.352684	-24.716051	69.052765	26.34979	113.77562	-21.063446	0.1986292	0.20794417	0.12947504	-69.252014	2.1327667	2.0382266	0.018395003	134.03928470611572
20	192.5	29.01465	220.0	111.0	214.3	17.618456	258.0	186.0	192.6	214.3	40000	68.726585	26.600142	114.260864	-24.891235	68.72666	26.606428	112.28802	-21.290058	0.2144529	0.20794418	0.15307263	-68.917595	1.9385065	1.85752	-0.01254441	141.09407114982605
21	196.54546	14.092962	225.0	179.0	201.7	10.714943	218.0	187.0	196.63637	201.7	42000	68.06329	26.789381	112.93445	-27.562275	68.06354	26.794298	111.19591	-25.245073	0.2131824	0.20794418	0.11681221	-68.22555	1.8476985	1.7818317	-0.010984111	148.65830874443054
22	193.0	59.11176	228.0	22.0	212.2	9.9579115	221.0	187.0	193.1	212.2	44000	67.42721	26.795973	109.14884	-28.269869	67.42731	26.799911	107.87947	-23.586937	0.2045562	0.20794417	0.11949797	-67.57583	1.7621415	1.7112569	0.0072118165	155.33904314041138
23	250.0	86.04941	407.0	91.0	401.2	23.756262	433.0	353.0	250.125	401.2	46000	66.87093	26.609983	107.88069	-24.758595	66.87077	26.614513	106.60246	-24.334375	0.20151724	0.20794415	0.14467645	-67.014694	1.653424	1.6163039	0.012652623	162.55675339698792
24	405.6	159.61655	500.0	90.0	500.0	0.0	500.0	500.0	405.8	500.0	48000	67.30584	26.487034	105.374374	-28.383753	67.30615	26.490667	103.799255	-25.868437	0.21276338	0.20794417	0.14523867	-67.44983	1.689437	1.6536046	-0.009383633	170.04499673843384
25	390.5	189.65956	500.0	62.0	500.0	0.0	500.0	500.0	390.5	500.0	50000	68.22792	26.427366	103.99091	-28.141073	68.22795	26.431856	102.38995	-29.920883	0.20829391	0.20794418	0.12535515	-68.37875	1.7295555	1.6958746	-0.0007008319	176.4025444984436
26	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	52000	69.18534	26.383305	102.383224	-26.958218	69.18566	26.387096	100.52078	-26.240463	0.20881227	0.20794417	0.13011545	-69.34155	1.7877619	1.7542486	-0.001781605	183.91639351844788
27	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	54000	70.19603	26.400145	101.31211	-25.141075	70.196075	26.403858	99.49635	-24.88283	0.20554364	0.20794417	0.13194795	-70.3556	1.5561262	1.5272197	0.0048827683	191.33068537712097
28	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	56000	71.385605	26.392506	100.20936	-27.087135	71.38578	26.394556	98.00883	-22.34726	0.20878907	0.20794417	0.13404551	-71.54832	1.4921205	1.4648325	-0.0016843972	198.7048110961914
29	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	58000	72.53282	26.300608	100.193275	-28.27608	72.53296	26.302631	98.60974	-27.281939	0.20702158	0.20794417	0.13628171	-72.70611	1.4914612	1.4645264	0.0018537464	206.30041432380676
